DateTime,AddedIPs,RemovedIPs
1581922326,8,12
1581924250,7,8
1581926181,9,9
1581928089,4,8
1581930012,12,11
1581931944,5,5
1581934108,10,11
1581936009,17,9
1581937932,9,472
1581939860,8,24
1581941777,272,0
1581943690,13,9
1581945618,9,12
1581947552,8,7
1581949447,7,4
1581951382,14,8
1581953287,8,14
1581953411,767,512
1581955243,13,20
1581957131,5,17
1581959050,17,9
1581960988,11,7
1581962898,9,7
1581964808,6,10
1581966750,7,9
1581968648,12,15
1581970567,6,7
1581972508,5,8
1581974403,9,13
1581975011,0,254
1581976348,10,12
1581978250,4,14
1581980185,11,14
1581982083,10,18
1581984253,244,0
1581986188,10,4
1581988099,8,13
1581990009,13,10
1581991959,8,5
1581993848,6,3
1581994842,256,0
1581995768,17,12
1581997706,15,18
1581999606,18,19
1582001524,28,11
1582003466,40,7
1582005366,32,9
1582007286,28,8
1582009229,20,7
1582011128,14,8
1582013296,17,13
1582015210,18,9
1582017151,17,10
1582019047,21,9
1582020968,10,16
1582022907,19,12
1582023362,4727,0
1582024804,479,1221
1582026124,457,503
1582026724,33,10
1582026964,220,0
1582028665,208,0
1582029293,496,488
1582029723,92,107
1582030565,20,22
1582032483,436,186
1582033323,291,385
1582034429,218,6
1582035243,187,293
1582036327,10,5
1582036923,307,769
1582038502,6,9
1582039805,558,232
1582040407,8,11
1582041285,253,1
1582042342,7,7
1582042443,225,0
1582044245,6,7
1582044963,527,1
1582046169,13,13
1582047011,1227,1276
1582048104,328,13
1582049016,209,0
1582050005,10,10
1582050484,242,2
1582051924,9,6
1582053862,476,10
1582054356,194,0
1582055763,11,7
1582056843,350,4
1582057684,28,7
1582058524,222,0
1582059620,109,7
1582060444,136,0
1582061530,262,260
1582062124,193,0
1582062963,89,0
1582063463,2,7
1582064045,111,0
1582064883,99,0
1582065366,6,12
1582065724,67,0
1582066827,106,0
1582067545,6,16
1582068483,174,0
1582069451,5,6
1582069511,0,255
1582070105,126,0
1582071370,171,0
1582072083,200,0
1582073304,3,16
1582073764,162,0
1582075206,7,10
1582076523,268,1
1582077125,8,3
1582077869,124,1
1582079062,11,4
1582079103,102,1
1582080967,4,8
1582081212,87,1
1582082043,153,1
1582082885,3,5
1582083304,118,0
1582084830,7,8
1582084916,130,1
1582086730,4,5
1582088897,160,13
1582089245,230,0
1582090810,13,8
1582090818,135,1
1582092748,120,10
1582092844,42,1
1582094648,5,6
1582096572,293,9
1582097407,94,0
1582098503,2,3
1582098904,111,0
1582100407,347,6
1582100886,52,1
1582102325,6,3
1582104251,179,6
1582104517,94,0
1582106166,7,7
1582108102,197,10
1582108924,98,1
1582110014,12,526
1582110845,156,2
1582111953,10,14
1582112364,100,0
1582113851,338,0
1582114504,161,0
1582115768,11,10
1582117711,105,8
1582118043,184,1
1582119611,5,6
1582119726,108,2
1582120563,44,1
1582121533,20,6
1582121704,81,0
1582121934,0,766
1582123462,5,6
1582125371,191,17
1582126185,123,0
1582127288,8,13
1582127389,90,0
1582129289,9,13
1582129996,253,1
1582131129,4,16
1582131304,135,1
1582132443,112,1
1582133044,7,36
1582134124,164,1
1582134979,6,30
1582136887,169,23
1582138812,127,17
1582139644,100,0
1582140745,3,14
1582141326,96,0
1582142171,37,1
1582142909,9,14
1582143243,67,1
1582144082,67,0
1582144811,12,16
1582145111,768,0
1582146980,190,19
1582149138,86,19
1582150505,135,0
1582151046,5,9
1582152125,129,0
1582152978,2,18
1582154044,155,0
1582154884,9,13
1582155725,119,2
1582156833,306,0
1582157645,127,0
1582158730,1,7
1582159342,96,1
1582160898,9,6
1582161003,113,0
1582162810,10,2
1582164140,680,0
1582164744,2,5
1582164906,49,2
1582166646,7,5
1582168204,184,1
1582168583,4,13
1582169283,46,0
1582170490,0,13
1582170903,65,1
1582172419,12,11
1582173621,147,2
1582174326,8,19
1582175704,92,0
1582176247,5,29
1582176483,38,0
1582177327,29,1
1582178178,4,29
1582179244,91,0
1582180085,5,20
1582180758,63,0
1582182007,11,14
1582182903,83,1
1582183942,3,16
1582184610,59,3
1582185364,30,2
1582186108,3,13
1582186506,52,0
1582188010,7,14
1582188964,101,0
1582189932,3,15
1582190105,41,0
1582191861,6,16
1582192828,104,25
1582193777,8,9
1582194003,37,2
1582195690,7,13
1582197625,176,527
1582199532,76,124
1582200843,87,66
1582201451,143,0
1582202525,66,121
1582203379,5,4
1582204445,89,72
1582205287,5,7
1582206125,75,119
1582207215,35,4
1582208111,1333,63
1582209142,6,7
1582209624,69,131
1582211057,5,8
1582211310,84,67
1582212970,8,3
1582214103,112,102
1582214903,11,5
1582215303,0,1280
1582216809,64,72
1582217862,101,139
1582218728,15,5
1582219206,66,62
1582220659,11,10
1582222581,151,189
1582223204,57,2
1582224488,10,3
1582226409,122,216
1582228057,123,129
1582228325,6,2
1582230261,76,74
1582230810,35,92
1582232164,19,3
1582233243,250,103
1582234084,9,5
1582234339,140,66
1582236020,4,6
1582236903,181,83
1582237931,53,9
1582238955,54,112
1582240095,9,11
1582240202,66,44
1582242011,3,11
1582243942,165,83
1582244043,118,81
1582245846,10,4
1582247769,70,98
1582249707,173,202
1582250644,767,511
1582250753,58,67
1582251605,6,5
1582252204,59,106
1582252925,41,24
1582253527,5,11
1582253764,39,0
1582255459,5,1
1582256525,165,206
1582257367,12,5
1582258442,105,58
1582259296,6,3
1582260021,74,137
1582261207,16,4
1582262044,91,67
1582263133,64,6
1582264224,54,131
1582265064,18,8
1582265403,50,60
1582267215,14,5
1582267323,76,126
1582269145,21,7
1582269311,48,1079
1582271051,50,103
1582271767,58,26
1582272969,18,6
1582274904,106,171
1582276204,57,76
1582276805,5,7
1582277926,76,93
1582278727,17,8
1582278966,54,28
1582280043,58,64
1582280661,7,5
1582280883,47,0
1582282577,11,13
1582283705,145,208
1582284485,4,339
1582284904,42,117
1582286407,19,8
1582287243,130,111
1582288331,191,1
1582288928,31,118
1582290497,13,8
1582290843,77,55
1582292409,7,7
1582292531,90,134
1582293368,35,0
1582294344,9,9
1582294504,56,79
1582296257,20,5
1582296453,95,192
1582298166,13,5
1582298938,107,73
1582300104,10,6
1582300105,50,154
1582301403,55,76
1582302006,10,16
1582303325,82,147
1582303926,12,5
1582305244,86,71
1582305859,6,5
1582306643,76,106
1582307766,5,7
1582307801,64,29
