DateTime,Entries,UniqueIPs
1581974521,4204,4334
1581975121,4201,4331
1581975722,4198,4328
1581978121,4194,4323
1581979322,4193,4322
1581979921,4192,4321
1581980521,4189,4318
1581982321,4186,4315
1581984122,4187,4316
1581984721,4188,4317
1581985921,4184,4313
1581987721,4183,4312
1581988921,4184,4312
1581989521,4184,4312
1581990122,4186,4314
1581990721,4179,4307
1581991321,4180,4308
1581992521,4177,4305
1581993721,4180,4308
1581994921,4181,4309
1581995521,4176,4304
1581997322,4173,4301
1581998521,4170,4298
1581999721,4172,4300
1582000921,4173,4301
1582002121,4172,4300
1582003321,4169,4297
1582004521,4168,4296
1582006921,4166,4294
1582008121,4166,4294
1582009321,4159,4288
1582010522,4157,4286
1582011721,4157,4286
1582012921,4159,4288
1582014722,4159,4288
1582015321,4158,4287
1582016521,4157,4286
1582017721,4156,4285
1582018922,4154,4283
1582019521,4153,4282
1582020721,4153,4282
1582022521,4155,4284
1582023121,4152,4281
1582023722,4153,4282
1582024922,4150,4279
1582025521,4151,4280
1582026122,4150,4279
1582026721,4148,4277
1582027921,4144,4273
1582029121,4142,4271
1582030921,4140,4269
1582032122,4137,4266
1582032721,4137,4266
1582033321,4148,4277
1582034522,4154,4283
1582035121,4156,4285
1582035721,4158,4287
1582036321,4156,4285
1582037521,4154,4283
1582038121,4152,4281
1582039322,4151,4280
1582039921,4152,4281
1582041121,4149,4278
1582042921,4150,4280
1582044121,4148,4278
1582044721,4147,4277
1582045322,4148,4278
1582046521,4149,4279
1582047721,4150,4280
1582048921,4149,4279
1582049521,4150,4280
1582050722,4151,4281
1582051321,4153,4283
1582052521,4153,4283
1582053721,4147,4277
1582054921,4147,4277
1582056121,4148,4277
1582057321,4147,4276
1582057921,4143,4272
1582058521,4142,4271
1582059721,4138,4266
1582060921,4139,4267
1582061521,4139,4267
1582062121,4143,4271
1582062721,4141,4269
1582063921,4143,4271
1582064521,4141,4269
1582065121,4141,4269
1582065721,4143,4271
1582066922,4142,4270
1582068122,4137,4265
1582069321,4136,4264
1582070521,4137,4265
1582071721,4140,4268
1582072921,4125,4253
1582074721,4129,4256
1582075322,4129,4255
1582075921,4128,4253
1582076521,4128,4253
1582077721,4131,4256
1582078921,4128,4252
1582080122,4126,4250
1582081321,4124,4248
1582082521,4127,4251
1582083722,4132,4256
1582084921,4186,4310
1582086121,4186,4310
1582086721,4188,4312
1582087321,4187,4311
1582088521,4186,4310
1582089721,4180,4304
1582090921,4171,4295
1582092121,4169,4293
1582092722,4166,4290
1582093321,4161,4285
1582094521,4160,4284
1582095721,4154,4278
1582096921,4152,4276
1582098121,4146,4271
1582099321,4145,4270
1582099921,4147,4272
1582101121,4145,4270
1582102921,4143,4268
1582104121,4123,4248
1582105321,4126,4251
1582105921,4124,4249
1582107121,4115,4239
1582108321,4112,4236
1582108921,4104,4228
1582109522,4100,4224
1582110721,4099,4222
1582111321,4097,4219
1582112522,4099,4221
1582113121,4096,4218
1582114321,4094,4216
1582114921,4094,4216
1582115522,4092,4214
1582116121,4091,4213
1582116722,4092,4214
1582118521,4089,4211
1582119721,4090,4212
1582120921,4087,4209
1582121521,4087,4209
1582122121,4086,4208
1582123321,4079,4201
1582124521,4078,4200
1582126321,4078,4200
1582126921,4076,4198
1582128121,4081,4203
1582129321,4079,4201
1582129921,4079,4202
1582130521,4077,4199
1582131121,4075,4200
1582132321,4073,4198
1582133521,4067,4192
1582135921,4065,4190
1582136522,4068,4193
1582137121,4068,4193
1582138321,4067,4192
1582138922,4065,4190
1582140121,4062,4187
1582140721,4064,4189
1582141321,4066,4191
1582141921,4062,4187
1582143721,4067,4192
1582144921,4062,4187
1582146121,4056,4181
1582146721,4061,4186
1582147921,4064,4188
1582148522,4068,4192
1582149122,4066,4190
1582150322,4069,4193
1582150921,4072,4196
1582152122,4073,4197
1582152721,4072,4196
1582153921,4079,4203
1582154522,4080,4204
1582155121,4078,4202
1582155722,4079,4203
1582156921,4079,4203
1582158121,4080,4204
1582158721,4081,4206
1582160521,4079,4204
1582161722,4081,4206
1582162921,4082,4207
1582163522,4083,4208
1582164721,4087,4212
1582165321,4084,4209
1582165921,4087,4212
1582167121,4086,4211
